phecode	cases	controls	p_value	neg_log_p_value	standard_error	beta	conf_int_1	conf_int_2	odds_ratio	log10_odds_ratio	converged	phecode_sex_restriction	phecode_string	phecode_category
MS_713	771	516	1.1937102858901973e-11	10.923101063915546	0.126	0.8567169410640992	0.609	1.104	2.355415019582889	0.37206744005717174	True	Both	Symptoms related to joints	Muscloskeletal
MS_745.61	61	1354	0.8250082608773887	0.08354170280097943	0.27	-0.059691483087315325	-0.589	0.469	0.9420551286950742	-0.02592368172144235	True	Both	Fracture of vertebrae	Muscloskeletal
DE_686.2	95	1285	0.42335789750322794	0.3732923342977085	0.222	-0.17742047077627937	-0.612	0.257	0.8374275966541864	-0.07705273143481527	True	Both	Non-pressure chronic ulcer	Dermatological
GI_507	83	1260	0.00027931477041803857	3.553906097806196	0.232	0.8445995993779687	0.389	1.3	2.3270458773917695	0.366804945427549	True	Both	Lesions of mouth	Gastrointestinal
GI_522	354	954	0.012528485253078172	1.9021014338738647	0.128	0.31879956896146106	0.069	0.569	1.3754756092711256	0.1384528936330977	True	Both	Gastrointestinal inflammation	Gastrointestinal
CV_438	51	1361	0.657514258727196	0.1820948247098468	0.294	0.1304249130158754	-0.446	0.707	1.13931238915045	0.056642820025506246	True	Both	Aneurysm or ectasia	Cardiovascular
ID_092.8	115	1285	0.43371776972176546	0.3627927841366564	0.196	0.1535797327144296	-0.231	0.538	1.1660007518208688	0.06669883045005312	True	Both	Bacteremia	Infections
EM_204.3	85	1304	0.25228330268188126	0.5981114922215753	0.235	-0.2686537393251157	-0.729	0.191	0.7644078942219295	-0.11667483653157237	True	Both	Hypoglycemia	Endocrine/Metab
GI_526.12	52	1374	0.8772609036913013	0.056871225126194754	0.288	-0.04454762629586214	-0.61	0.521	0.9564300477884582	-0.01934678828218113	True	Both	Intestinal infection due to C. difficile	Gastrointestinal
GI_537	55	1356	0.7309764157307115	0.13609663492072033	0.278	0.09560190095599574	-0.449	0.641	1.1003209400770664	0.04151937804465016	True	Both	Abnormality of the peritoneum	Gastrointestinal
SO_396.2	68	1353	0.010641331869073749	1.9730040123426529	0.266	0.6789198159893585	0.158	1.2	1.97174673220841	0.2948511297389495	True	Both	Sensorineural hearing loss	Sense organs
BI_160.1	245	1117	0.038082679947587975	1.4192724971180286	0.145	0.30074205892067063	0.017	0.585	1.350860854088606	0.13061061666546991	True	Both	Iron deficiency anemia	Blood/Immune
BI_174	55	1339	0.8454960935903769	0.0728883946139184	0.279	0.05439386280686263	-0.493	0.601	1.055900400161395	0.023622954466422992	True	Both	Diseases of spleen	Blood/Immune
CA_142	116	1277	0.008618275530284913	2.0645796254287254	0.209	0.549695517209458	0.14	0.96	1.7327253524883897	0.23872972985102153	True	Both	Lump or mass in breast or nonspecific abnormal breast exam	Neoplasms
